,ss,sigma_0.01_width_mean,sigma_0.01_width_std,sigma_0.01_pval,sigma_0.10_width_mean,sigma_0.10_width_std,sigma_0.10_pval,sigma_0.20_width_mean,sigma_0.20_width_std,sigma_0.20_pval,sigma_0.25_width_mean,sigma_0.25_width_std,sigma_0.25_pval,sigma_0.30_width_mean,sigma_0.30_width_std,sigma_0.30_pval,sigma_0.50_width_mean,sigma_0.50_width_std,sigma_0.50_pval,sigma_0.70_width_mean,sigma_0.70_width_std,sigma_0.70_pval,sigma_0.80_width_mean,sigma_0.80_width_std,sigma_0.80_pval,sigma_1.00_width_mean,sigma_1.00_width_std,sigma_1.00_pval
0,0.001,0.002236738,1.93E-05,0.773775251,0.022365863,0.000162428,0.668389352,0.044812033,0.000307074,0.738732659,0.05594251,0.000388621,0.676764852,0.067099814,0.000468107,0.64626539,0.11205549,0.000906659,0.489412561,0.157556463,0.00121723,0.291931883,0.18063095,0.001291007,0.259646978,0.226572909,0.001259704,0.160650349
1,0.001264855,0.00223546,1.34E-05,0.804304171,0.022403543,0.000142266,0.8050663,0.044726781,0.000324955,0.752896783,0.055973743,0.000438826,0.673281621,0.067170072,0.00048084,0.642581432,0.111968028,0.000822693,0.494132993,0.157772391,0.001193553,0.341602001,0.180600266,0.001152192,0.218911625,0.226647681,0.001663139,0.143730737
2,0.001599859,0.002237455,1.67E-05,0.752866484,0.022371012,0.000172765,0.769059159,0.044762521,0.000305569,0.747680858,0.055886731,0.000400571,0.638330083,0.067046093,0.000522728,0.678860864,0.112248824,0.000795948,0.438513681,0.157851777,0.001128519,0.336458877,0.180123676,0.001338038,0.224453729,0.227167874,0.001381897,0.123625071
3,0.00202359,0.002236688,1.73E-05,0.745805719,0.022391472,0.000133184,0.766012686,0.044737391,0.000330781,0.727129725,0.055987741,0.000343439,0.719840657,0.067062101,0.00040675,0.66016042,0.112029949,0.000707948,0.510650449,0.157486732,0.001228519,0.333320381,0.180403029,0.00139672,0.194622219,0.226552628,0.001225092,0.13205928
4,0.002559548,0.002231537,1.59E-05,0.815097042,0.0223363,0.000170617,0.734391032,0.04468859,0.000294292,0.713272979,0.055997946,0.000430956,0.705658596,0.067137883,0.000376834,0.621824906,0.112302258,0.000752537,0.492465638,0.157214127,0.00114226,0.391580802,0.180061341,0.001276595,0.224236548,0.226567297,0.001735856,0.163409883
5,0.003237458,0.002226769,1.43E-05,0.737158225,0.022371946,0.000164298,0.755290499,0.044796555,0.000316267,0.742508315,0.055881277,0.000322383,0.704546402,0.067018326,0.000380769,0.669591984,0.112004304,0.000815507,0.491444184,0.157345431,0.001086958,0.297387967,0.180654508,0.001225343,0.262069495,0.226674946,0.001441838,0.118013194
6,0.004094915,0.002237965,1.41E-05,0.781497731,0.022357947,0.000165791,0.759784449,0.044823843,0.00029094,0.767265487,0.05588308,0.000306689,0.678740904,0.067211083,0.00046088,0.678787665,0.112439631,0.000727282,0.57932062,0.157395354,0.001128273,0.353859987,0.180083858,0.001364822,0.251627416,0.226600081,0.001714492,0.164271508
7,0.005179475,0.002235608,1.30E-05,0.801005542,0.022375736,0.000131575,0.769647257,0.044673214,0.000283111,0.708604693,0.055955715,0.00036186,0.69503668,0.067124456,0.000525005,0.644515366,0.111884168,0.000926741,0.545431892,0.157757724,0.001250842,0.339639401,0.180410221,0.00124265,0.24894706,0.22637118,0.001497821,0.128036543
8,0.006551286,0.002233026,1.61E-05,0.747336388,0.022356669,0.000170909,0.765751588,0.044728271,0.000280103,0.734010912,0.055900827,0.000471846,0.646021769,0.067081294,0.000448873,0.699173193,0.112126523,0.000711584,0.497437699,0.157521458,0.001111628,0.339014599,0.180424886,0.00111731,0.244279991,0.226156625,0.001456247,0.130987141
9,0.008286428,0.002236969,1.34E-05,0.746246312,0.022359464,0.000124059,0.764131629,0.044683876,0.000347833,0.741630264,0.05584414,0.000445793,0.751445007,0.067121774,0.000435309,0.712813461,0.112280175,0.000739027,0.482880139,0.157357902,0.001138524,0.33875926,0.180094789,0.001055439,0.250322816,0.226393093,0.001570245,0.13783988
10,0.010481131,0.002234229,1.32E-05,0.757335729,0.022375081,0.000143882,0.812710868,0.044766105,0.000261385,0.73442397,0.055855231,0.00046671,0.655866622,0.067209124,0.000512355,0.62271692,0.112234983,0.000622418,0.530102319,0.157715067,0.001007639,0.325387755,0.180255868,0.001195794,0.289370432,0.226719978,0.00184933,0.134703594
11,0.013257114,0.002235997,1.60E-05,0.775119767,0.022338534,0.000155754,0.739560094,0.04470696,0.000290375,0.744856463,0.055930812,0.000365385,0.724341588,0.067154386,0.00043522,0.656815807,0.112113442,0.000780069,0.466187499,0.157516485,0.00100641,0.329403166,0.180643193,0.001206537,0.222079065,0.226251982,0.001542686,0.11397413
12,0.016768329,0.002235561,1.51E-05,0.811002314,0.022361368,0.000143864,0.732667343,0.044726223,0.000302593,0.710407972,0.055958279,0.000332262,0.693498364,0.067011235,0.000383862,0.63296064,0.112054293,0.000742658,0.464565725,0.157653963,0.001209874,0.266282648,0.180323037,0.001273398,0.24732594,0.226385071,0.00177956,0.148951364
13,0.021209509,0.002238998,1.46E-05,0.789667417,0.022365028,0.000162888,0.790202263,0.044704634,0.000346571,0.734376402,0.055992249,0.000402607,0.676044492,0.067244945,0.000464054,0.685159167,0.112012324,0.000608846,0.4966466,0.157541943,0.001070162,0.341738847,0.180486122,0.001283447,0.218751217,0.226487055,0.00184839,0.123232612
14,0.026826958,0.002239812,1.49E-05,0.803805477,0.022354854,0.000156482,0.753708632,0.044704804,0.00029241,0.699354497,0.055936149,0.000452828,0.643641025,0.067267217,0.000476293,0.700292233,0.112007898,0.000789004,0.481413591,0.157912491,0.001037879,0.271469836,0.180349763,0.001127479,0.282503994,0.226751158,0.001931091,0.158906131
15,0.033932218,0.002232991,1.51E-05,0.762963318,0.022352667,0.000164896,0.790457857,0.04470021,0.000338358,0.706381248,0.05595857,0.000418043,0.740706115,0.06714855,0.000487416,0.651916629,0.111906586,0.000730251,0.481781953,0.157511168,0.001162964,0.362386961,0.180005133,0.001363763,0.279143917,0.226562758,0.001594094,0.091354408
16,0.042919343,0.002237447,1.63E-05,0.77049288,0.022335201,0.000150987,0.815007259,0.044680625,0.000302665,0.76389865,0.055877017,0.000397081,0.673383899,0.067153526,0.000412241,0.674927623,0.112126145,0.000810288,0.51530211,0.157299219,0.001310205,0.306683439,0.180390325,0.001232202,0.204029454,0.226101626,0.001604404,0.131415418
17,0.054286754,0.00223619,1.66E-05,0.76114042,0.022362832,0.00014071,0.739901039,0.044730633,0.000309992,0.697765226,0.055942169,0.000380839,0.701856263,0.06710158,0.000424179,0.737158666,0.111985969,0.000854775,0.510087808,0.157632089,0.001270128,0.317169009,0.180142726,0.001470873,0.287799339,0.22617566,0.001571411,0.104388826
18,0.068664885,0.00223437,1.32E-05,0.8064131,0.022341308,0.00014643,0.802683908,0.044750306,0.000322369,0.778200543,0.056026466,0.000385725,0.700082787,0.067125642,0.000405079,0.639628465,0.11198917,0.000715225,0.511036914,0.157359664,0.001161402,0.312453887,0.179999879,0.001373696,0.226279526,0.226172713,0.001719527,0.115452092
19,0.086851137,0.002231802,1.56E-05,0.818764876,0.022347447,0.000159011,0.774602884,0.044722246,0.000299015,0.798044492,0.055902713,0.000326006,0.700148169,0.067072301,0.000425482,0.678143033,0.112066438,0.000721312,0.507667453,0.157252697,0.001059778,0.278220345,0.180020206,0.001485066,0.254505079,0.226570788,0.001617677,0.159518881
20,0.109854114,0.002236964,1.31E-05,0.802206695,0.022354209,0.000158246,0.751399332,0.044705422,0.000289392,0.758035102,0.056022184,0.000419237,0.628938853,0.067089483,0.000469449,0.65404176,0.112056011,0.000812209,0.487568572,0.157187396,0.001084276,0.36143743,0.180119492,0.001188215,0.272940542,0.22632981,0.001442835,0.132985599
21,0.138949549,0.002234174,1.77E-05,0.809986333,0.022334161,0.000112735,0.799666169,0.04472381,0.00030607,0.767405975,0.055874331,0.000425245,0.689402659,0.067107895,0.000401995,0.660334594,0.112045985,0.000758979,0.534395827,0.157383184,0.001186428,0.360973364,0.180266641,0.001138716,0.274849794,0.225960907,0.001454959,0.101177956
22,0.175751062,0.00223707,1.57E-05,0.798063746,0.022339526,0.000169427,0.80212342,0.04466176,0.000345526,0.700049309,0.055923903,0.000399523,0.72103507,0.067171305,0.000572171,0.667312558,0.112169988,0.000883496,0.477211104,0.156939606,0.001026903,0.327896967,0.180046006,0.001148323,0.236034383,0.225965026,0.00150594,0.136658891
23,0.222299648,0.002237383,1.57E-05,0.778529242,0.022361039,0.000155389,0.777268241,0.044724333,0.000264092,0.700982708,0.055978605,0.000334716,0.68977226,0.067277282,0.000491371,0.665846242,0.112058466,0.000923184,0.433004303,0.157375585,0.00123704,0.268858356,0.180019712,0.001268622,0.181080872,0.226197734,0.001617781,0.110620487
24,0.28117687,0.002233845,1.48E-05,0.822665326,0.02232636,0.000156274,0.718524142,0.044685766,0.000356843,0.729939167,0.055854989,0.000385528,0.70309762,0.067207078,0.000511291,0.6525416,0.112087018,0.000765294,0.485704073,0.15722323,0.001161312,0.366411829,0.179638575,0.001352048,0.207886945,0.22571099,0.001688948,0.106651672
25,0.355648031,0.002237071,1.40E-05,0.748190085,0.022322735,0.000187771,0.791922949,0.04460575,0.000253204,0.731859468,0.055816258,0.000420061,0.684510093,0.066923876,0.000449931,0.617792238,0.111855612,0.000787559,0.541521379,0.157172773,0.001207097,0.31458979,0.179972452,0.001492414,0.225079577,0.22580824,0.001626352,0.15281599
26,0.449843267,0.00223376,1.69E-05,0.775112378,0.022305224,0.000116287,0.747642408,0.044705694,0.000272915,0.778013316,0.05577074,0.000375363,0.700019072,0.067080802,0.000443195,0.686676715,0.111862099,0.000847645,0.541320742,0.157142169,0.001241201,0.310334274,0.1801569,0.001378812,0.2128625,0.225244255,0.001542365,0.122161076
27,0.568986603,0.002234896,1.46E-05,0.748955745,0.022279115,0.000156579,0.746193273,0.044605176,0.000305166,0.744925712,0.055842533,0.000399632,0.724359616,0.067021613,0.000476508,0.681380479,0.111903748,0.00081678,0.400624428,0.156928814,0.001154404,0.27556933,0.179791175,0.001437668,0.284126812,0.225947424,0.00178695,0.139181265
28,0.719685673,0.002235955,1.71E-05,0.805574459,0.022309038,0.000143352,0.732920039,0.044619683,0.00035509,0.758047099,0.055815758,0.000397317,0.723956308,0.066860358,0.000402651,0.678038806,0.111842327,0.000902844,0.459592326,0.156824845,0.001053934,0.308469519,0.179597904,0.001589789,0.241879141,0.225350519,0.001654865,0.152766002
29,0.910298178,0.002234312,1.83E-05,0.717298756,0.022305642,0.000157432,0.808077468,0.044479008,0.000313926,0.738587001,0.055658175,0.000359313,0.717175015,0.066949469,0.000436093,0.642015517,0.111638168,0.000778479,0.460739398,0.156682523,0.001174521,0.341916547,0.179624649,0.001395631,0.240397606,0.225257426,0.001759796,0.122686418
30,1.151395399,0.002231292,1.61E-05,0.801706361,0.022254645,0.000189801,0.775737909,0.044530943,0.000334592,0.739270704,0.055669159,0.000356054,0.671384527,0.066850232,0.000494086,0.639520949,0.111459303,0.000792359,0.49259509,0.156316404,0.001242181,0.390251285,0.179090121,0.001419051,0.236081368,0.224917871,0.002015114,0.137552996
31,1.456348478,0.0022291,1.76E-05,0.714540982,0.022227382,0.000135407,0.781117058,0.044494504,0.000291813,0.753004236,0.055689897,0.000400172,0.655014804,0.066735184,0.000517523,0.6210444,0.111660953,0.000837356,0.536818207,0.156414657,0.000971608,0.333746692,0.17920542,0.00117162,0.256705908,0.224857927,0.001975021,0.106479729
32,1.842069969,0.002241938,2.82E-05,0.660646952,0.02223631,0.000161004,0.788346867,0.04437556,0.000359313,0.712821044,0.055502795,0.000390226,0.783075233,0.066682513,0.000498577,0.738989369,0.111244831,0.000783198,0.515716503,0.15604919,0.001058402,0.266886568,0.17870823,0.001363068,0.28967119,0.224671881,0.001783798,0.121156648
33,2.329951811,0.002239861,3.83E-05,0.600725749,0.022134103,0.000176968,0.769679132,0.044270644,0.000362886,0.737792235,0.055366831,0.000397499,0.753904615,0.066595026,0.000523321,0.65995747,0.110942028,0.000817434,0.543812223,0.155926215,0.0011434,0.331881259,0.178511801,0.001552854,0.304853138,0.223707147,0.001972699,0.126497674
34,2.947051703,0.002240445,3.67E-05,0.584342389,0.022081407,0.000149388,0.803352266,0.044289903,0.000298789,0.729837182,0.055290411,0.000402817,0.695415808,0.066446309,0.000446893,0.661728293,0.110842683,0.000881295,0.469495363,0.155284102,0.001285901,0.357707047,0.178502265,0.001404328,0.318373661,0.223756505,0.001825301,0.127303839
35,3.72759372,0.002240507,5.17E-05,0.590695141,0.022058684,0.000172526,0.7213,0.044131544,0.000317626,0.75465782,0.055119419,0.000442032,0.710253163,0.066185909,0.000515856,0.662740421,0.110406748,0.001000353,0.521714693,0.155059214,0.001404725,0.355978078,0.177486129,0.001475672,0.305563597,0.222674162,0.001797682,0.199146307
36,4.714866363,0.002242392,6.30E-05,0.545203253,0.021920882,0.000167883,0.79780321,0.043859024,0.000326158,0.690529479,0.054915328,0.00041087,0.700482488,0.065842594,0.000536122,0.721208096,0.110161313,0.000819779,0.534090444,0.154618747,0.001586159,0.391802647,0.176784774,0.001322484,0.243600152,0.221708127,0.001811558,0.185732735
37,5.963623317,0.002227185,5.50E-05,0.515204526,0.021849898,0.000196811,0.752853306,0.043836266,0.000422224,0.694095551,0.054599834,0.000469627,0.680119259,0.065528598,0.000484138,0.660735915,0.109803863,0.001132828,0.529955082,0.153707442,0.001748703,0.395652999,0.175513694,0.00137871,0.293195338,0.220582156,0.001917142,0.175799047
38,7.543120063,0.002241852,8.68E-05,0.41181727,0.021760829,0.000224248,0.729279138,0.043449795,0.000431229,0.733654817,0.054161774,0.000536244,0.72535976,0.06532995,0.000769369,0.649854742,0.108896913,0.000888449,0.494080676,0.153115202,0.001447038,0.427867172,0.174937652,0.001601375,0.353194229,0.218991352,0.001797687,0.246089853
39,9.540954763,0.002216088,8.01E-05,0.427717909,0.021628107,0.000206974,0.778831254,0.04302134,0.000404362,0.766387149,0.05408843,0.000587288,0.73730678,0.064446797,0.00063217,0.710875242,0.108535625,0.001012593,0.583156112,0.151608977,0.001624769,0.45667571,0.173585984,0.001864807,0.364754318,0.218415952,0.00242783,0.199323138
40,12.06792641,0.002227678,9.68E-05,0.299343499,0.021380553,0.000278522,0.804432857,0.042809155,0.000634051,0.715764166,0.053386307,0.000627094,0.766543658,0.06422532,0.000747745,0.727330877,0.106705502,0.001452548,0.637534677,0.149823174,0.001788749,0.497285276,0.17200054,0.002168607,0.409772347,0.215743015,0.002812716,0.292258552
41,15.26417967,0.002219458,0.00014204,0.348434292,0.021091644,0.000306935,0.749132407,0.042109615,0.000511835,0.742937166,0.05273733,0.000876988,0.776690489,0.063249181,0.000850559,0.751841895,0.105775251,0.0011951,0.527178999,0.148736731,0.00187384,0.584076156,0.169930804,0.002089664,0.487573933,0.213051941,0.003044562,0.33398042
42,19.30697729,0.002212568,0.000195287,0.277273379,0.020815148,0.000317563,0.775032588,0.041730076,0.000759008,0.788310113,0.052010305,0.000880106,0.737590011,0.062021347,0.000920597,0.701054857,0.103818303,0.001822381,0.645436191,0.146268873,0.002602914,0.562960759,0.166425346,0.003264836,0.54804969,0.2108025,0.003360976,0.398359045
43,24.42053095,0.002196433,0.000175273,0.220961814,0.020463732,0.000445801,0.80734315,0.040714055,0.000878455,0.783651624,0.050851711,0.001050569,0.796260133,0.061306722,0.001289041,0.721188809,0.101850276,0.002298425,0.724412693,0.142715974,0.002544202,0.667196346,0.164173691,0.003239647,0.557306718,0.204792534,0.004329857,0.485743773
44,30.88843596,0.002155737,0.00020952,0.250523586,0.020049252,0.000521863,0.764180285,0.039766891,0.000966751,0.774652722,0.050046115,0.001405556,0.763421357,0.059706424,0.001384097,0.712332069,0.09961593,0.002229974,0.715947605,0.140762623,0.003488171,0.696754256,0.160580406,0.003123568,0.695884466,0.202642189,0.004197436,0.531832431
45,39.06939937,0.002117602,0.000257965,0.181208231,0.019204137,0.000540876,0.771530561,0.038903829,0.001073567,0.781596737,0.048788521,0.001466052,0.756286934,0.058496801,0.001427807,0.778122957,0.098178079,0.003099845,0.700664729,0.136554872,0.004248145,0.775886413,0.158427027,0.005168963,0.712034579,0.197527713,0.006251892,0.740884354
46,49.41713361,0.002100887,0.000290304,0.245263234,0.018606435,0.000536663,0.802925992,0.037613806,0.001228032,0.766143189,0.046918333,0.001360173,0.786167922,0.055566708,0.00163451,0.811684689,0.096158484,0.00317997,0.761169741,0.130616917,0.003276181,0.718351437,0.150280436,0.004410281,0.820724084,0.192260699,0.006867811,0.696440149
47,62.50551925,0.002054912,0.000307637,0.1578091,0.018347778,0.000633008,0.815376721,0.035923437,0.000983858,0.795569812,0.046217554,0.002291114,0.82846061,0.05493606,0.002678806,0.73685178,0.090886409,0.002908819,0.860259599,0.128008102,0.004350666,0.748474309,0.14885476,0.006737657,0.784070146,0.189419824,0.007879736,0.757679228
48,79.06043211,0.001995704,0.000234778,0.23104891,0.018240781,0.000864298,0.79837012,0.036029272,0.001347664,0.800166903,0.0455053,0.001955937,0.834987718,0.053120262,0.002045415,0.825966069,0.091167131,0.003821566,0.803042323,0.12693043,0.00504193,0.762356181,0.144732325,0.007417567,0.732681184,0.190568889,0.007220889,0.659779098
49,100,0.002198488,0.00029083,0.311407358,0.019961607,0.001372708,0.785771076,0.039638972,0.002079424,0.782056165,0.050334359,0.002646089,0.770894041,0.061131877,0.003805978,0.744487704,0.100250206,0.004714069,0.658134047,0.145601131,0.010912258,0.598846468,0.161508329,0.010435558,0.492893985,0.208315385,0.014792055,0.177782652